"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"collective-action-imitation.nlogo"
"General Analysis CA Baseline"
"07/17/2025 13:59:54:765 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-resisted","corruption?","coercion-level","initial-enrolled","corruption-penalty","media-shock-freq","trust-erosion","force-enrollment?","appeals-process?","media-shock?","[step]","total-enrolled","total-resisted","total-undecided","enrolled-urban","enrolled-rural","resisted-urban","resisted-rural","avg-trust","avg-digital-literacy","avg-rural-literacy"
"4","100","true","0","300","1","91","51","true","true","true","155","300","367","333","168","132","64","303","0.3759860572124986","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","140","300","336","364","156","144","72","264","0.3955680352004603","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","97","300","350","350","150","150","62","288","0.379742522481833","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","156","300","367","333","168","132","64","303","0.3759860572124987","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","141","300","336","364","156","144","72","264","0.3955680352004604","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","98","300","350","350","150","150","62","288","0.37974252248183304","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","157","300","367","333","168","132","64","303","0.37598605721249856","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","142","300","336","364","156","144","72","264","0.39556803520046013","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","24","300","344","356","145","155","69","275","0.4509505425565054","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","129","300","341","359","161","139","73","268","0.39981810787994276","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","99","300","350","350","150","150","62","288","0.3797425224818325","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","158","300","367","333","168","132","64","303","0.37598605721249895","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","143","300","336","364","156","144","72","264","0.39556803520046036","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","144","300","336","364","156","144","72","264","0.3955680352004606","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","159","300","367","333","168","132","64","303","0.37598605721249845","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","130","300","341","359","161","139","73","268","0.3998181078799421","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","145","300","336","364","156","144","72","264","0.39556803520046","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","160","300","367","333","168","132","64","303","0.3759860572124984","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","131","300","341","359","161","139","73","268","0.39981810787994243","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","161","300","367","333","168","132","64","303","0.37598605721249884","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","132","300","341","359","161","139","73","268","0.39981810787994304","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","146","300","336","364","156","144","72","264","0.39556803520046013","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","133","300","341","359","161","139","73","268","0.3998181078799425","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","162","300","367","333","168","132","64","303","0.3759860572124984","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","25","300","344","356","145","155","69","275","0.4509505425565053","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","147","300","336","364","156","144","72","264","0.3955680352004603","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","163","300","367","333","168","132","64","303","0.3759860572124986","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","134","300","341","359","161","139","73","268","0.3998181078799423","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","148","300","336","364","156","144","72","264","0.39556803520046","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","135","300","341","359","161","139","73","268","0.39981810787994193","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","164","300","367","333","168","132","64","303","0.3759860572124987","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","149","300","336","364","156","144","72","264","0.39556803520046024","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","165","300","367","333","168","132","64","303","0.37598605721249856","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","150","300","336","364","156","144","72","264","0.39556803520046","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","151","300","336","364","156","144","72","264","0.39556803520046047","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","166","300","367","333","168","132","64","303","0.3759860572124984","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","152","300","336","364","156","144","72","264","0.3955680352004606","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","167","300","367","333","168","132","64","303","0.3759860572124983","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","153","300","336","364","156","144","72","264","0.3955680352004598","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","168","300","367","333","168","132","64","303","0.3759860572124987","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","100","300","350","350","150","150","62","288","0.3797425224818327","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","154","300","336","364","156","144","72","264","0.38995038814163674","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","169","300","367","333","168","132","64","303","0.3759860572124986","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","26","300","344","356","145","155","69","275","0.45095054255650535","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","155","300","336","364","156","144","72","264","0.38995038814163596","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","101","300","350","350","150","150","62","288","0.3797425224818324","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","170","300","367","333","168","132","64","303","0.3759860572124985","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","136","300","341","359","161","139","73","268","0.3998181078799425","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","156","300","336","364","156","144","72","264","0.3899503881416367","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","102","300","350","350","150","150","62","288","0.37974252248183304","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","137","300","341","359","161","139","73","268","0.39981810787994254","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","171","300","367","333","168","132","64","303","0.37598605721249834","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","172","300","367","333","168","132","64","303","0.37598605721249817","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","157","300","336","364","156","144","72","264","0.3899503881416367","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","138","300","341","359","161","139","73","268","0.39981810787994243","0.3156862745098039","0.10759493670886076"
